facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(5V22) (691GG) Antelope Valley, CA",889,848,95.39%,41,4.61%,749,61,38,36,3,2,0,5.26,8.39,0.19,,,
"(5V22) (691GK) San Luis Obispo, CA","1,008",961,95.34%,47,4.66%,828,83,50,36,6,4,1,3.10,14.40,8.66,,,
"(5V22) (691GL) Santa Maria, CA","2,154","2,048",95.08%,106,4.92%,"1,760",156,132,74,26,4,2,3.58,9.66,5.77,,,
"(5V22) (691GM) Oxnard, CA","1,816","1,650",90.86%,166,9.14%,"1,414",100,136,154,12,0,0,12.18,7.50,2.56,,,
"(3V23) (437) Fargo, ND HCS","16,740","16,148",96.46%,592,3.54%,"14,818",601,729,431,103,36,22,3.04,6.49,2.70,,,
"(3V23) (437) Fargo, ND","11,018","10,522",95.50%,496,4.50%,"9,587",400,535,355,98,32,11,2.95,6.73,2.73,,,
"(3V23) (437GA) Grafton, ND",274,270,98.54%,4,1.46%,258,4,8,4,0,0,0,2.82,3.09,1.54,,,
"(3V23) (437GB) Bismarck, ND","1,355","1,335",98.52%,20,1.48%,"1,273",37,25,17,2,1,0,0.86,5.38,1.93,,,
"(3V23) (437GC) Fergus Falls, MN",413,411,99.52%,2,0.48%,393,9,9,2,0,0,0,1.44,2.28,1.49,,,
"(3V23) (437GD) Minot, ND",687,676,98.40%,11,1.60%,623,26,27,9,0,0,2,3.00,4.50,2.88,,,
"(3V23) (437GE) Bemidji, MN","1,172","1,148",97.95%,24,2.05%,992,80,76,22,2,0,0,5.10,4.11,3.72,,,
"(3V23) (437GF) Williston, ND",371,364,98.11%,7,1.89%,343,10,11,7,0,0,0,2.44,0.60,4.27,,,
"(3V23) (437GI) Grand Forks, ND",708,695,98.16%,13,1.84%,653,23,19,10,0,3,0,2.46,1.51,2.99,,,
"(3V23) (437GJ) Dickinson, ND",284,273,96.13%,11,3.87%,253,7,13,4,1,0,6,7.02,11.20,1.41,,,
"(3V23) (437GK) Jamestown, ND",270,266,98.52%,4,1.48%,259,5,2,1,0,0,3,5.89,1.32,1.80,,,
"(3V23) (437GL) Devils Lake, ND",188,188,100.00%,0,0.00%,184,0,4,0,0,0,0,0.44,0.45,2.42,,,
"(3V23) (438) Sioux Falls, SD HCS","15,790","15,173",96.09%,617,3.91%,"13,511",865,797,388,147,53,29,5.23,6.39,4.90,,,
"(3V23) (438) Sioux Falls, SD (Royal C. Johnson)","12,074","11,551",95.67%,523,4.33%,"10,239",687,625,316,130,48,29,7.89,6.69,3.48,,,
"(3V23) (438GA) Spirit Lake, IA",855,831,97.19%,24,2.81%,748,39,44,19,3,2,0,3.35,2.57,9.95,,,
"(3V23) (438GC) Sioux City, IA","1,399","1,371",98.00%,28,2.00%,"1,300",34,37,21,5,2,0,1.33,2.95,8.17,,,
"(3V23) (438GD) Aberdeen, SD",628,604,96.18%,24,3.82%,497,51,56,20,3,1,0,7.04,4.70,8.37,,,
"(3V23) (438GE) Wagner, SD",134,131,97.76%,3,2.24%,118,7,6,3,0,0,0,3.74,4.20,7.14,,,
"(3V23) (438GF) Watertown, SD",700,685,97.86%,15,2.14%,609,47,29,9,6,0,0,1.61,5.17,6.33,,,
"(3V23) (568) Black Hills, SD HCS","10,621","10,025",94.39%,596,5.61%,"8,567",659,799,428,98,37,33,7.66,9.22,2.95,,,
"(3V23) (568) Fort Meade, SD","5,730","5,389",94.05%,341,5.95%,"4,496",381,512,253,54,17,17,6.31,9.97,1.65,,,
"(3V23) (568A4) Hot Springs, SD","2,445","2,339",95.66%,106,4.34%,"2,069",112,158,79,18,5,4,3.36,8.31,4.87,,,
"(3V23) (568GA) Rapid City, SD","1,742","1,646",94.49%,96,5.51%,"1,448",101,97,69,10,6,11,10.13,4.68,3.47,,,
"(3V23) (568GB) Pierre, SD",160,159,99.38%,1,0.63%,132,19,8,1,0,0,0,3.31,0.00,5.65,,,
"(3V23) (568HA) Newcastle, WY",13,13,100.00%,0,0.00%,12,0,1,0,0,0,0,4.50,,0.00,,,
"(3V23) (568HB) Gordon, NE",12,11,91.67%,1,8.33%,9,1,1,1,0,0,0,10.00,,0.00,,,
"(3V23) (568HF) Pine Ridge, SD",10,7,70.00%,3,30.00%,3,2,2,2,1,0,0,35.43,0.00,7.00,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V23) (568HH) Scottsbluff, NE",398,350,87.94%,48,12.06%,288,42,20,23,15,9,1,13.37,0.00,1.64,,,
"(3V23) (568HJ) Mission, SD",23,23,100.00%,0,0.00%,23,0,0,0,0,0,0,0.00,,,,,
"(3V23) (568HP) Winner, SD",86,86,100.00%,0,0.00%,85,1,0,0,0,0,0,0.30,,0.00,,,
(3V23) (568MA) IDES Ellsworth AFB,2,2,100.00%,0,0.00%,2,0,0,0,0,0,0,,0.00,,,,
"(3V23) (618) Minneapolis, MN HCS","55,303","52,968",95.78%,"2,335",4.22%,"45,945","3,026","3,997","1,794",323,104,114,5.14,7.52,2.34,,,
"(3V23) (618) Minneapolis, MN","39,495","37,819",95.76%,"1,676",4.24%,"32,380","2,355","3,084","1,336",244,55,41,5.70,7.15,1.38,,,
"(3V23) (618BY) Twin Ports, WI","3,047","2,800",91.89%,247,8.11%,"2,493",137,170,111,32,40,64,6.68,17.75,6.85,,,
"(3V23) (618GA) St. James, MN",234,234,100.00%,0,0.00%,232,2,0,0,0,0,0,0.01,0.13,0.70,,,
"(3V23) (618GB) Hibbing, MN",711,707,99.44%,4,0.56%,645,39,23,3,1,0,0,1.97,1.14,3.34,,,
"(3V23) (618GD) Maplewood, MN","1,918","1,872",97.60%,46,2.40%,"1,645",84,143,44,2,0,0,3.82,7.27,1.02,,,
"(3V23) (618GE) Chippewa Valley, WI","1,436","1,391",96.87%,45,3.13%,"1,233",78,80,37,3,0,5,3.51,13.74,1.53,,,
"(3V23) (618GG) Rochester, MN","1,215","1,134",93.33%,81,6.67%,"1,033",49,52,69,11,1,0,6.36,1.64,4.25,,,
"(3V23) (618GH) Hayward, WI",227,221,97.36%,6,2.64%,199,16,6,6,0,0,0,2.86,1.43,3.81,,,
"(3V23) (618GI) Northwest Metro, MN","3,261","3,123",95.77%,138,4.23%,"2,698",160,265,120,16,1,1,5.95,5.85,4.15,,,
"(3V23) (618GJ) Shakopee, MN",664,641,96.54%,23,3.46%,606,15,20,17,5,0,1,1.91,10.32,2.85,,,
"(3V23) (618GK) Albert Lea, MN",552,543,98.37%,9,1.63%,507,26,10,3,1,5,0,1.37,5.34,7.22,,,
"(3V23) (618GL) Minneapolis-Harmon Place, MN",661,661,100.00%,0,0.00%,656,3,2,0,0,0,0,0.00,,,,,
"(3V23) (618GM) Rice Lake, WI",674,658,97.63%,16,2.37%,590,39,29,14,1,0,1,4.05,1.89,3.04,,,
"(3V23) (618GN) Mankato, MN (Lyle C. Pearson)",761,721,94.74%,40,5.26%,667,13,41,30,7,2,1,10.26,1.58,0.67,,,
"(3V23) (618QA) Fort Snelling, MN",340,336,98.82%,4,1.18%,256,8,72,4,0,0,0,,5.86,,,,
"(3V23) (618QB) Ely, MN",107,107,100.00%,0,0.00%,105,2,0,0,0,0,0,0.86,0.00,0.08,,,
(3V23) (636A6) Central Iowa HCS,"20,705","19,499",94.18%,"1,206",5.82%,"16,951","1,229","1,319",873,201,81,51,9.31,8.07,4.70,,,
"(3V23) (636A6) Des Moines, IA","15,158","14,168",93.47%,990,6.53%,"12,121",980,"1,067",723,169,60,38,8.89,8.25,6.09,,,
"(3V23) (636BU) Des Moines, IA - VADOM",979,979,100.00%,0,0.00%,978,1,0,0,0,0,0,,0.17,,,,
"(3V23) (636GC) Mason City, IA","1,122","1,027",91.53%,95,8.47%,906,58,63,64,19,3,9,12.40,11.96,4.07,,,
"(3V23) (636GD) Marshalltown, IA",612,606,99.02%,6,0.98%,514,61,31,3,0,0,3,19.18,3.95,1.90,,,
"(3V23) (636GK) Fort Dodge, IA",925,869,93.95%,56,6.05%,793,31,45,47,4,4,1,5.86,3.74,,,,
"(3V23) (636GM) Carroll, IA",438,434,99.09%,4,0.91%,375,22,37,4,0,0,0,4.62,1.14,1.23,,,
"(3V23) (636GR) Knoxville, IA","1,066","1,013",95.03%,53,4.97%,886,63,64,31,9,13,0,12.07,8.05,1.07,,,
"(3V23) (636GX) Fort Dodge North, IA",204,202,99.02%,2,0.98%,180,11,11,1,0,1,0,,,2.76,,,
"(3V23) (636QB) Des Moines-Center Street, IA",201,201,100.00%,0,0.00%,198,2,1,0,0,0,0,,,,,,
"(3V23) (636A8) Iowa City, IA HCS","23,428","22,005",93.93%,"1,423",6.07%,"18,897","1,447","1,661","1,087",221,56,59,5.87,8.75,3.60,,,
"(3V23) (636A8) Iowa City, IA","11,870","10,759",90.64%,"1,111",9.36%,"8,861",788,"1,110",865,173,38,35,6.94,9.91,9.00,,,
"(3V23) (636GF) Quad Cities, IA","1,924","1,827",94.96%,97,5.04%,"1,611",117,99,71,17,5,4,6.45,6.86,5.78,,,
"(3V23) (636GG) Quincy, IL",757,756,99.87%,1,0.13%,649,84,23,1,0,0,0,2.98,1.43,4.79,,,
"(3V23) (636GH) Waterloo, IA","1,177","1,130",96.01%,47,3.99%,961,86,83,20,10,2,15,11.09,4.00,5.79,,,
"(3V23) (636GI) Galesburg, IL (Lane A. Evans)","1,334","1,307",97.98%,27,2.02%,"1,210",50,47,21,3,2,1,3.80,1.25,3.65,,,
"(3V23) (636GJ) Dubuque, IA",839,816,97.26%,23,2.74%,665,76,75,18,5,0,0,7.50,0.28,3.28,,,
"(3V23) (636GN) Cedar Rapids, IA","1,372","1,314",95.77%,58,4.23%,"1,166",55,93,47,8,1,2,7.04,3.73,2.53,,,
"(3V23) (636GS) Ottumwa, IA",703,697,99.15%,6,0.85%,628,42,27,4,1,1,0,3.68,2.54,2.66,,,
"(3V23) (636GT) Sterling, IL",657,653,99.39%,4,0.61%,598,34,21,3,0,1,0,1.85,3.23,3.35,,,
"(3V23) (636GU) Decorah, IA",437,436,99.77%,1,0.23%,375,42,19,1,0,0,0,2.29,3.74,4.58,,,
"(3V23) (636GW) Coralville, IA","1,894","1,869",98.68%,25,1.32%,"1,770",50,49,21,1,3,0,3.50,0.40,1.60,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2018",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V23) (636QC) Linn County, IA",50,50,100.00%,0,0.00%,50,0,0,0,0,0,0,,,0.42,,,
"(3V23) (636QG) Iowa City, IA - Mobile",73,51,69.86%,22,30.14%,34,8,9,15,3,2,2,,22.93,,,,
"(3V23) (636QI) Davenport, IA",332,331,99.70%,1,0.30%,311,14,6,0,0,1,0,,,3.11,,,
"(3V23) (636QJ) Iowa City-South Clinton Street, IA",9,9,100.00%,0,0.00%,8,1,0,0,0,0,0,,3.89,,,,
(3V23) (636) Nebraska-W Iowa HCS,"36,651","35,466",96.77%,"1,185",3.23%,"31,907","1,783","1,776",852,217,78,38,3.36,5.68,3.85,,,
"(3V23) (636) Omaha, NE","18,683","17,877",95.69%,806,4.31%,"15,870","1,008",999,546,170,61,29,2.53,6.53,5.21,,,
"(3V23) (636A4) Grand Island, NE","5,957","5,901",99.06%,56,0.94%,"5,474",228,199,47,5,3,1,2.67,2.70,2.04,,,
"(3V23) (636A5) Lincoln, NE","7,140","6,944",97.25%,196,2.75%,"6,210",350,384,151,33,8,4,5.23,5.06,2.91,,,
"(3V23) (636BW) Grand Island, NE - VADOM",343,343,100.00%,0,0.00%,343,0,0,0,0,0,0,,,0.00,,,
"(3V23) (636BX) Omaha, NE - VADOM",459,457,99.56%,2,0.44%,455,2,0,0,1,0,1,,,,,,
"(3V23) (636GA) Norfolk, NE",755,750,99.34%,5,0.66%,689,38,23,4,1,0,0,1.43,1.77,4.86,,,
"(3V23) (636GB) North Platte, NE",718,691,96.24%,27,3.76%,601,52,38,26,0,0,1,5.15,5.94,2.74,,,
"(3V23) (636GL) Bellevue, NE","1,007",938,93.15%,69,6.85%,808,48,82,59,5,3,2,5.30,10.77,0.61,,,
"(3V23) (636GP) Shenandoah, IA",461,438,95.01%,23,4.99%,372,33,33,18,2,3,0,4.54,18.06,2.09,,,
"(3V23) (636GQ) Holdrege, NE",400,399,99.75%,1,0.25%,357,24,18,1,0,0,0,1.52,4.41,2.14,,,
"(3V23) (636GV) ONeill, NE (ONeill)",48,48,100.00%,0,0.00%,48,0,0,0,0,0,0,0.02,,0.00,,,
"(3V23) (636QA) Omaha-Dorcas Street, NE",680,680,100.00%,0,0.00%,680,0,0,0,0,0,0,,,,,,
"(3V23) (656) St. Cloud, MN HCS","31,165","29,987",96.22%,"1,178",3.78%,"26,797","1,438","1,752",954,132,83,9,4.68,8.09,4.61,,,
"(3V23) (656) St. Cloud, MN","26,646","25,723",96.54%,923,3.46%,"23,095","1,196","1,432",751,97,70,5,4.18,8.11,3.67,,,
"(3V23) (656GA) Brainerd, MN","2,833","2,670",94.25%,163,5.75%,"2,305",160,205,135,18,7,3,4.77,7.28,10.52,,,
"(3V23) (656GB) Montevideo, MN",659,593,89.98%,66,10.02%,502,32,59,48,13,4,1,10.63,24.00,7.90,,,
"(3V23) (656GC) Alexandria, MN (Max J. Beilke)","1,027","1,001",97.47%,26,2.53%,895,50,56,20,4,2,0,3.80,9.23,5.35,,,
,,,,,,,,,,,,,,,,,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
National:  12/2018,"4,335,282","4,102,439",94.63%,"232,843",5.37%,"3,607,832","228,768","265,839","159,488","44,936","15,453","12,966",4.63,8.57,4.12,,,
National:  11/2018,"4,690,193","4,449,203",94.86%,"240,990",5.14%,"3,882,470","266,562","300,171","166,691","45,547","15,273","13,479",4.65,8.47,4.07,,,
National:  10/2018,"5,445,006","5,176,398",95.07%,"268,608",4.93%,"4,536,327","295,900","344,171","184,792","51,391","16,658","15,767",4.18,8.37,4.07,,,
National:  9/2018,"4,566,797","4,338,809",95.01%,"227,988",4.99%,"3,800,835","251,499","286,475","157,889","41,605","15,126","13,368",4.61,8.29,3.93,,,
National:  8/2018,"5,279,524","5,011,824",94.93%,"267,700",5.07%,"4,377,429","293,294","341,101","182,775","52,786","17,669","14,470",4.79,8.38,3.92,,,
National:  7/2018,"4,747,954","4,505,574",94.90%,"242,380",5.10%,"3,934,727","264,214","306,633","170,580","45,710","14,696","11,394",4.84,8.46,3.86,,,
National:  6/2018,"4,853,183","4,619,315",95.18%,"233,868",4.82%,"4,050,519","266,086","302,710","168,788","40,553","13,984","10,543",4.54,8.03,3.72,,,
National:  5/2018,"5,180,072","4,956,277",95.68%,"223,795",4.32%,"4,343,790","284,753","327,734","159,692","41,639","12,163","10,301",4.45,7.65,3.50,,,
National:  4/2018,"4,965,149","4,753,296",95.73%,"211,853",4.27%,"4,179,992","266,804","306,500","155,252","36,944","10,099","9,558",4.44,7.40,3.33,,,
National:  3/2018,"5,073,154","4,872,259",96.04%,"200,895",3.96%,"4,277,432","279,377","315,450","147,886","32,665","11,197","9,147",4.42,7.16,3.32,,,
National:  2/2018,"4,506,205","4,334,360",96.19%,"171,845",3.81%,"3,826,183","244,045","264,132","119,946","33,593","10,656","7,650",4.12,6.91,3.13,,,
National:  1/2018,"4,837,845","4,618,600",95.47%,"219,245",4.53%,"4,059,570","265,931","293,099","157,460","40,293","12,832","8,660",4.63,7.75,3.53,,,
National:  12/2017,"4,301,041","4,128,041",95.98%,"173,000",4.02%,"3,651,327","226,912","249,802","125,267","32,193","9,900","5,640",4.29,7.03,3.05,,,
National:  11/2017,"4,711,170","4,527,520",96.10%,"183,650",3.90%,"3,980,125","264,048","283,347","136,453","32,245","9,473","5,479",4.28,6.98,3.02,,,
National:  10/2017,"5,043,703","4,857,831",96.31%,"185,872",3.69%,"4,279,916","272,998","304,917","138,245","33,162","8,735","5,730",3.94,6.84,2.97,,,
National:  9/2017,"4,552,842","4,383,140",96.27%,"169,702",3.73%,"3,859,133","252,939","271,068","129,865","27,032","7,916","4,889",4.23,6.75,2.84,,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
National:  8/2017,"5,236,501","5,045,457",96.35%,"191,044",3.65%,"4,431,492","295,549","318,416","141,666","34,464","9,422","5,492",4.38,6.64,2.83,,,
National:  7/2017,"4,504,077","4,341,092",96.38%,"162,985",3.62%,"3,818,506","253,331","269,255","121,618","28,818","7,848","4,701",4.35,6.62,2.86,,,
National:  6/2017,"5,050,626","4,874,656",96.52%,"175,970",3.48%,"4,297,459","279,344","297,853","133,244","29,019","8,821","4,886",4.28,6.39,2.76,,,
National:  5/2017,"5,186,397","5,022,137",96.83%,"164,260",3.17%,"4,437,304","281,998","302,835","121,937","29,569","8,075","4,679",4.20,6.11,2.53,,,
National:  4/2017,"4,709,974","4,560,211",96.82%,"149,763",3.18%,"4,039,481","251,794","268,936","112,230","25,829","6,699","5,005",4.15,6.11,2.50,,,
National:  3/2017,"5,323,093","5,153,653",96.82%,"169,440",3.18%,"4,539,403","297,735","316,515","125,874","28,829","8,823","5,914",4.17,6.27,2.61,,,
National:  2/2017,"4,530,060","4,385,617",96.81%,"144,443",3.19%,"3,883,444","251,092","251,081","101,681","28,558","8,742","5,462",4.16,6.35,2.60,,,
National:  1/2017,"4,709,148","4,527,353",96.14%,"181,795",3.86%,"3,990,589","264,579","272,185","130,911","34,283","10,431","6,170",4.67,7.00,2.93,,,
National:  12/2016,"4,430,678","4,273,719",96.46%,"156,959",3.54%,"3,791,184","236,096","246,439","112,762","30,776","8,531","4,890",4.37,6.53,2.67,,,
National:  11/2016,"4,600,860","4,440,178",96.51%,"160,682",3.49%,"3,928,442","251,034","260,702","117,792","29,777","8,512","4,601",4.41,6.45,2.67,,,
National:  10/2016,"4,695,677","4,536,753",96.62%,"158,924",3.38%,"4,020,117","250,143","266,493","116,256","29,936","8,305","4,427",4.17,6.49,2.62,,,
National:  9/2016,"4,880,317","4,708,924",96.49%,"171,393",3.51%,"4,157,090","273,423","278,411","125,321","31,908","9,301","4,863",4.44,6.52,2.67,,,
National:  8/2016,"5,219,984","5,027,900",96.32%,"192,084",3.68%,"4,431,252","289,612","307,036","137,388","39,015","10,731","4,950",4.71,6.68,2.75,,,
National:  7/2016,"4,438,995","4,277,326",96.36%,"161,669",3.64%,"3,775,216","244,855","257,255","117,121","32,674","7,973","3,901",4.72,6.60,2.77,,,
National:  6/2016,"4,989,814","4,810,457",96.41%,"179,357",3.59%,"4,249,171","274,867","286,419","132,472","33,940","8,667","4,278",4.66,6.45,2.76,,,
National:  5/2016,"4,877,166","4,716,541",96.71%,"160,625",3.29%,"4,176,545","265,421","274,575","116,939","31,182","8,061","4,443",4.57,6.16,2.51,,,
National:  4/2016,"4,931,526","4,764,941",96.62%,"166,585",3.38%,"4,235,062","260,000","269,879","123,402","31,352","6,895","4,936",4.68,6.19,2.43,,,
National:  3/2016,"5,353,597","5,177,734",96.72%,"175,863",3.28%,"4,592,329","286,950","298,455","128,719","32,444","8,996","5,704",4.66,6.13,2.64,,,
National:  2/2016,"4,744,626","4,576,434",96.46%,"168,192",3.54%,"4,058,457","248,628","269,349","115,206","38,428","9,410","5,148",4.92,6.44,3.03,,,
National:  1/2016,"4,497,268","4,309,895",95.83%,"187,373",4.17%,"3,833,679","234,543","241,673","130,990","41,268","10,030","5,085",5.20,6.90,3.29,,,
National:  12/2015,"4,672,667","4,493,236",96.16%,"179,431",3.84%,"3,996,052","243,148","254,036","128,757","37,495","9,077","4,102",4.87,6.44,3.03,,,
National:  11/2015,"4,388,187","4,228,217",96.35%,"159,970",3.65%,"3,767,085","223,891","237,241","117,739","31,389","7,526","3,316",4.57,6.28,3.03,,,
National:  10/2015,"4,966,790","4,804,228",96.73%,"162,562",3.27%,"4,300,175","242,986","261,067","119,186","32,079","7,643","3,654",4.01,6.03,3.02,,,
National:  9/2015,"4,883,045","4,721,707",96.70%,"161,338",3.30%,"4,221,358","247,570","252,779","119,391","30,631","7,996","3,320",4.37,5.81,3.07,,,
National:  8/2015,"4,719,582","4,568,688",96.80%,"150,894",3.20%,"4,091,006","233,283","244,399","111,150","29,922","6,849","2,973",4.50,5.67,3.01,,,
National:  7/2015,"4,828,643","4,683,157",96.99%,"145,486",3.01%,"4,201,368","237,391","244,398","107,431","28,846","6,504","2,705",4.38,5.40,2.94,,,
National:  6/2015,"4,985,100","4,840,357",97.10%,"144,743",2.90%,"4,370,890","233,718","235,749","109,220","26,807","6,266","2,450",4.19,5.14,2.85,,,
National:  5/2015,"4,546,635","4,426,685",97.36%,"119,950",2.64%,"4,009,888","209,459","207,338","90,638","22,481","4,744","2,087",4.09,4.84,2.68,,,
National:  4/2015,"5,063,122","4,923,164",97.24%,"139,958",2.76%,"4,456,684","229,968","236,512","107,548","24,886","4,823","2,701",4.15,4.87,2.82,,,
National:  3/2015,"5,046,853","4,905,459",97.20%,"141,394",2.80%,"4,421,214","239,184","245,061","106,768","24,758","6,450","3,418",4.24,5.02,3.18,,,
National:  2/2015,"4,265,529","4,146,447",97.21%,"119,082",2.79%,"3,752,551","197,251","196,645","83,656","25,964","6,573","2,889",4.28,4.96,3.15,,,
National:  1/2015,"4,549,212","4,395,590",96.62%,"153,622",3.38%,"3,991,738","204,071","199,781","108,801","33,289","7,433","4,099",4.61,5.47,3.44,,,
National:  12/2014,"4,578,871","4,447,602",97.13%,"131,269",2.87%,,,"191,232","98,978","26,128","4,645","1,518",4.03,4.71,2.75,,,
National:  11/2014,"4,059,004","3,946,192",97.22%,"112,812",2.78%,,,"165,191","87,469","20,281","3,873","1,189",3.88,4.61,2.58,,,
National:  10/2014,"5,216,606","5,091,134",97.59%,"125,472",2.41%,,,"202,876","94,692","24,903","4,511","1,366",3.27,4.32,2.49,,,
National:  9/2014,"4,871,976","4,739,653",97.28%,"132,323",2.72%,,,"183,439","100,729","24,871","5,264","1,459",3.72,4.42,2.51,,,
National:  8/2014,"4,625,958","4,513,660",97.57%,"112,298",2.43%,,,"167,327","84,618","22,209","4,495",976,3.57,4.15,2.36,,,
National:  7/2014,"4,867,639","4,761,816",97.83%,"105,823",2.17%,,,"169,508","81,602","18,973","4,423",825,3.15,3.87,2.12,,,
National:  6/2014,"4,723,099","4,637,872",98.20%,"85,227",1.80%,,,"136,897","63,313","16,952","4,199",763,2.57,3.39,1.84,,,
National:  5/2014,"4,676,707","4,601,367",98.39%,"75,340",1.61%,,,"126,582","57,338","13,995","3,459",548,2.20,3.20,1.71,,,
Public Data PDF Completed Appointments_PDFReady                    Printed by: DVA\vhacovaldel on 1/23/2019 10:18:48 AM,,,,,,,,,,,,,,,,,,
"FOOTNOTES
*Preferred Date (PD): The date for the appointment that is deemed medically appropriate by the Veteran's physician or if no such determination has been made, the date a veteran prefers to be seen by a health care provider capable of furnishing the hospital care or medical services required by the veteran.  Also referred to as the date the Veteran indicates they want to be seen.
* Clinically Indicated Date (CID):  The date the provider indicates a patient should return for a future appointment.
*Completed Appointment:  The date an appointment has been completed.
NOTE: Note: As of 04/30/2015 the Appts completed between 0 -14 days was broken out into 0-7 and 8-14. The breakout is not available prior to 01/31/2015
1. Total Appointments Completed: Every completed appointment at that facility except surgery and procedures.
2. Appointments completed in 30 Days or under: Number of appointments completed between 0-30 days of preferred date
3. Percent of Appointments Completed 30 Days or under: The percent of total appointments completed within 30 days
4. Appointments completed in over 30 Days: Number of appointments scheduled greater than 30 days of the preferred date
5. Percent of Appointments Completed in over 30 Days: The percent of total appointments scheduled beyond 30 days
6. Appointments completed between 0-7 Days: Number of appointments completed between 0-7 days of the preferred date.
7. Appointments completed between 8-14 Days: Number of appointments completed between 8-14 days of the preferred date.
8. Appointments completed between 15-30 Days: Number of appointments completed between 15-30 days of the preferred date.
9. Appointments completed between 31-60 Days: Number of appointments completed between 31-60 days of the preferred date.
10. Appointments completed between 61-90 Days: Number of appointments completed between 61-90 days of the preferred date.
11. Appointments completed between 91-120 Days: Number of appointments completed between 91-120 days of the preferred date.
12. Appointments Completed in Greater Than 120 Days: Number of appointments completed in greater than 120 days of the preferred date.
13. PC Avg Wait Time: Average waiting time for Primary Care appointments that were completed for the month of October 2014.
14. SC Avg Wait Time: Average waiting time for Specialty Care appointments that were completed for the month of October 2014.
15. MH Avg Wait Time: Average waiting time for Mental Health appointments that were completed for the month of October 2014. NOTE: The zero means there are no patients or appointments in that category.
NOTE: The blank cells mean that there is no data � for example, is the Average MH wait Time is blank, that means that the station didn�t have any MH Appts pending from which to calculate an average. Additional definitions:
1.     Create Date:  The date the appointment entry itself was created, or made.
NOTE: The Data Source for this report was altered to use the Corporate Data Warehouse on 3/20/2015. The new data source is displayed in the data beginning January 2015NOTE: The Data Source for this report was altered to use the Corporate Data
Warehouse on 4/1/2015. The new data source is displayed in the data beginning 4/1/2015.",,,,,,,,,,,,,,,,,,
