facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(3V23) (568HF) Pine Ridge, SD",8,4,50.00%,4,50.00%,4,0,0,0,0,0,4,195.38,,,,
"(3V23) (568HH) Scottsbluff, NE",736,721,97.96%,15,2.04%,678,16,27,11,2,1,1,1.80,8.36,0.39,,
"(3V23) (568HJ) Mission, SD",18,18,100.00%,0,0.00%,18,0,0,0,0,0,0,0.00,,,,
"(3V23) (568HP) Winner, SD",220,220,100.00%,0,0.00%,220,0,0,0,0,0,0,0.04,,,,
"(3V23) (618) Minneapolis, MN HCS","75,652","71,797",94.90%,"3,855",5.10%,"64,469","3,738","3,590","1,950",774,274,857,8.45,7.60,1.71,,
"(3V23) (618) Minneapolis, MN","54,445","51,550",94.68%,"2,895",5.32%,"46,049","2,810","2,691","1,472",557,205,661,7.01,8.20,0.87,,
"(3V23) (618BY) Twin Ports, WI","2,728","2,450",89.81%,278,10.19%,"2,125",168,157,131,71,18,58,12.26,19.41,2.80,,
"(3V23) (618GA) St. James, MN",204,195,95.59%,9,4.41%,185,6,4,5,1,1,2,3.74,14.00,0.00,,
"(3V23) (618GB) Hibbing, MN",951,934,98.21%,17,1.79%,803,55,76,7,9,0,1,2.07,3.69,14.07,,
"(3V23) (618GD) Maplewood, MN","3,781","3,621",95.77%,160,4.23%,"3,208",208,205,117,38,0,5,6.58,3.90,3.26,,
"(3V23) (618GE) Chippewa Valley, WI","2,342","2,291",97.82%,51,2.18%,"2,146",77,68,32,8,4,7,7.09,0.43,2.35,,
"(3V23) (618GG) Rochester, MN","3,016","2,987",99.04%,29,0.96%,"2,783",123,81,24,2,3,0,3.82,0.47,4.00,,
"(3V23) (618GH) Hayward, WI",214,214,100.00%,0,0.00%,206,5,3,0,0,0,0,1.11,0.00,2.71,,
"(3V23) (618GI) Northwest Metro, MN","3,618","3,289",90.91%,329,9.09%,"2,973",138,178,111,77,35,106,19.74,13.52,1.91,,
"(3V23) (618GJ) Shakopee, MN","1,695","1,686",99.47%,9,0.53%,"1,656",18,12,8,1,0,0,3.25,0.09,0.34,,
"(3V23) (618GK) Albert Lea, MN",352,349,99.15%,3,0.85%,308,23,18,2,1,0,0,4.45,0.00,0.36,,
"(3V23) (618GL) Minneapolis Harmon Place, MN",388,388,100.00%,0,0.00%,379,5,4,0,0,0,0,1.07,1.24,,,
"(3V23) (618GM) Rice Lake, WI",791,723,91.40%,68,8.60%,596,50,77,36,8,7,17,18.09,2.60,5.23,,
"(3V23) (618GN) Mankato, MN (Lyle C. Pearson)",842,836,99.29%,6,0.71%,775,47,14,4,1,1,0,2.86,2.30,0.32,,
"(3V23) (618QA) Fort Snelling, MN",189,189,100.00%,0,0.00%,188,1,0,0,0,0,0,,0.07,,,
"(3V23) (618QB) Ely, MN",96,95,98.96%,1,1.04%,89,4,2,1,0,0,0,1.84,,1.00,,
(3V23) (636A6) Central Iowa HCS,"24,407","22,918",93.90%,"1,489",6.10%,"20,459","1,100","1,359",867,334,154,134,3.78,10.88,2.21,,
"(3V23) (636A6) Des Moines, IA","18,201","16,955",93.15%,"1,246",6.85%,"15,015",863,"1,077",706,291,138,111,3.43,11.28,2.80,,
"(3V23) (636BU) Des Moines, IA - VADOM",715,715,100.00%,0,0.00%,715,0,0,0,0,0,0,,,,,
"(3V23) (636GC) Mason City, IA","1,624","1,530",94.21%,94,5.79%,"1,279",107,144,68,16,6,4,6.62,9.08,2.77,,
"(3V23) (636GD) Marshalltown, IA",839,824,98.21%,15,1.79%,723,43,58,10,1,3,1,4.09,4.64,0.45,,
"(3V23) (636GK) Fort Dodge, IA",833,798,95.80%,35,4.20%,743,25,30,16,8,2,9,6.17,8.78,,,
"(3V23) (636GM) Carroll, IA",807,788,97.65%,19,2.35%,741,28,19,10,3,2,4,2.39,6.66,0.00,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  February 2021",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
"(3V23) (636GR) Knoxville, IA","1,131","1,051",92.93%,80,7.07%,990,31,30,57,15,3,5,2.79,14.65,0.07,,
"(3V23) (636GX) Fort Dodge North, IA",114,114,100.00%,0,0.00%,112,1,1,0,0,0,0,,,0.83,,
"(3V23) (636QB) Des Moines Center Street, IA",143,143,100.00%,0,0.00%,141,2,0,0,0,0,0,,,,,
"(3V23) (636A8) Iowa City, IA HCS","30,690","28,710",93.55%,"1,980",6.45%,"25,527","1,494","1,689","1,043",357,218,362,3.39,15.25,4.36,,
"(3V23) (636A8) Iowa City, IA","15,054","13,965",92.77%,"1,089",7.23%,"12,610",589,766,505,198,162,224,1.07,17.79,11.00,,
"(3V23) (636GF) Quad Cities, IA","2,838","2,691",94.82%,147,5.18%,"2,339",193,159,63,29,17,38,6.70,10.15,1.95,,
"(3V23) (636GG) Quincy, IL","1,238","1,160",93.70%,78,6.30%,983,72,105,38,23,6,11,5.35,7.16,3.95,,
"(3V23) (636GH) Waterloo, IA","1,234","1,116",90.44%,118,9.56%,972,76,68,74,21,7,16,10.92,6.14,8.31,,
"(3V23) (636GI) Galesburg, IL (Lane A. Evans)","1,167","1,074",92.03%,93,7.97%,901,76,97,74,15,1,3,5.50,4.87,5.33,,
"(3V23) (636GJ) Dubuque, IA","1,280","1,172",91.56%,108,8.44%,959,94,119,84,14,4,6,12.90,4.36,5.81,,
"(3V23) (636GN) Cedar Rapids, IA","1,417","1,296",91.46%,121,8.54%,"1,089",87,120,87,16,8,10,5.67,8.32,10.11,,
"(3V23) (636GS) Ottumwa, IA",541,530,97.97%,11,2.03%,444,44,42,5,5,1,0,3.05,7.79,4.29,,
"(3V23) (636GT) Sterling, IL",687,667,97.09%,20,2.91%,561,51,55,17,2,0,1,3.95,4.37,0.00,,
"(3V23) (636GU) Decorah, IA",551,534,96.91%,17,3.09%,483,36,15,9,5,0,3,2.23,8.64,4.37,,
"(3V23) (636GW) Coralville, IA","2,156","2,120",98.33%,36,1.67%,"2,046",34,40,24,6,4,2,1.25,0.12,1.92,,
"(3V23) (636QC) Linn County, IA",63,63,100.00%,0,0.00%,63,0,0,0,0,0,0,,,0.03,,
"(3V23) (636QG) Iowa City, IA -
Mobile",99,95,95.96%,4,4.04%,55,28,12,4,0,0,0,,8.74,,,
"(3V23) (636QI) Davenport, IA",732,729,99.59%,3,0.41%,725,3,1,2,0,0,1,,,2.06,,
"(3V23) (636QJ) Iowa City South Clinton Street, IA","1,633","1,498",91.73%,135,8.27%,"1,297",111,90,57,23,8,47,,23.35,2.38,,
(3V23) (636) Nebraska-W Iowa HCS,"57,186","55,041",96.25%,"2,145",3.75%,"50,631","2,059","2,351","1,171",462,193,319,1.93,11.11,5.29,,
"(3V23) (636) Omaha, NE","32,504","31,192",95.96%,"1,312",4.04%,"28,427","1,223","1,542",737,304,133,138,1.31,11.05,6.85,,
"(3V23) (636A4) Grand Island, NE","8,494","8,177",96.27%,317,3.73%,"7,663",268,246,165,48,17,87,2.33,11.73,2.70,,
"(3V23) (636A5) Lincoln, NE","9,135","8,817",96.52%,318,3.48%,"8,161",323,333,175,80,28,35,2.76,9.16,3.43,,
"(3V23) (636BW) Grand Island, NE - VADOM",171,171,100.00%,0,0.00%,169,2,0,0,0,0,0,,,0.00,,
"(3V23) (636BX) Omaha, NE - VADOM",388,388,100.00%,0,0.00%,383,3,2,0,0,0,0,,,,,
"(3V23) (636GA) Norfolk, NE","1,686","1,668",98.93%,18,1.07%,"1,562",57,49,12,3,1,2,1.25,2.29,6.36,,
"(3V23) (636GB) North Platte, NE","1,250","1,219",97.52%,31,2.48%,"1,107",60,52,26,4,0,1,2.30,3.73,13.96,,
"(3V23) (636GL) Bellevue, NE","1,484","1,392",93.80%,92,6.20%,"1,266",67,59,23,10,9,50,5.65,28.32,5.81,,
"(3V23) (636GP) Shenandoah, IA",870,846,97.24%,24,2.76%,791,26,29,12,5,2,5,2.93,13.33,2.44,,
"(3V23) (636GQ) Holdrege, NE",687,654,95.20%,33,4.80%,586,29,39,21,8,3,1,4.63,4.77,12.24,,
"(3V23) (636A4) Grand Island, NE",87,87,100.00%,0,0.00%,87,0,0,0,0,0,0,0.00,,,,
"(3V23) (636QA) Omaha Dorcas Street, NE",430,430,100.00%,0,0.00%,429,1,0,0,0,0,0,,,,,
"(3V23) (656) St. Cloud, MN HCS","31,492","30,123",95.65%,"1,369",4.35%,"25,908","2,027","2,188",698,194,67,410,4.78,18.56,4.81,,
"(3V23) (656) St. Cloud, MN","25,429","24,226",95.27%,"1,203",4.73%,"20,781","1,519","1,926",619,175,53,356,5.66,18.78,4.91,,
"(3V23) (656GA) Brainerd, MN","3,340","3,192",95.57%,148,4.43%,"2,686",348,158,73,16,12,47,3.38,19.07,6.19,,
"(3V23) (656GB) Montevideo, MN","1,201","1,195",99.50%,6,0.50%,"1,049",65,81,4,2,0,0,3.06,5.93,2.62,,
"(3V23) (656GC) Alexandria, MN (Max J. Beilke)","1,522","1,510",99.21%,12,0.79%,"1,392",95,23,2,1,2,7,2.93,2.80,1.76,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
National:  2/2021,"5,068,592","4,821,507",95.13%,"247,085",4.87%,"4,358,423","218,609","244,475","132,972","50,522","23,888","39,703",3.05,8.62,3.69,,
National:  1/2021,"4,452,657","4,170,921",93.67%,"281,736",6.33%,"3,733,736","207,628","229,557","159,715","55,118","23,805","43,098",4.03,11.16,3.84,,
National:  12/2020,"4,015,085","3,750,299",93.41%,"264,786",6.59%,"3,322,068","199,904","228,327","148,319","49,728","21,791","44,948",5.32,12.84,3.41,,
National:  11/2020,"3,828,781","3,576,965",93.42%,"251,816",6.58%,"3,177,301","188,620","211,044","134,996","44,089","22,770","49,961",5.29,13.46,3.18,,
National:  10/2020,"4,328,752","4,051,139",93.59%,"277,613",6.41%,"3,598,252","214,536","238,351","138,644","49,870","28,053","61,046",5.05,13.79,2.97,,
National:  9/2020,"4,141,227","3,883,482",93.78%,"257,745",6.22%,"3,467,620","202,488","213,374","126,095","47,476","27,732","56,442",4.92,13.25,2.89,,
National:  8/2020,"3,784,273","3,563,866",94.18%,"220,407",5.82%,"3,217,510","171,894","174,462","102,318","41,287","29,385","47,417",5.04,12.66,2.70,,
National:  7/2020,"3,687,129","3,479,606",94.37%,"207,523",5.63%,"3,172,291","157,325","149,990","81,312","46,132","43,579","36,500",5.18,12.59,2.55,,
National:  6/2020,"3,406,593","3,246,254",95.29%,"160,339",4.71%,"3,036,717","115,884","93,653","60,463","52,777","31,895","15,204",3.79,10.08,2.32,,
National:  5/2020,"2,654,633","2,573,594",96.95%,"81,039",3.05%,"2,449,346","70,007","54,241","43,106","23,922","7,820","6,191",2.23,5.56,2.26,,
National:  4/2020,"2,527,560","2,451,905",97.01%,"75,655",2.99%,"2,327,369","60,847","63,689","50,389","14,774","5,049","5,443",1.99,5.12,2.80,,
National:  3/2020,"3,892,943","3,718,899",95.53%,"174,044",4.47%,"3,322,479","188,743","207,677","119,825","30,044","12,627","11,548",4.12,7.82,4.22,,
National:  2/2020,"4,754,971","4,511,552",94.88%,"243,419",5.12%,"3,953,209","260,861","297,482","158,192","49,560","18,947","16,720",4.52,8.46,4.47,,
National:  1/2020,"5,223,622","4,910,928",94.01%,"312,694",5.99%,"4,283,847","291,978","335,103","210,553","60,056","21,881","20,204",4.97,9.23,4.89,,
National:  12/2019,"4,601,422","4,358,161",94.71%,"243,261",5.29%,"3,818,636","256,694","282,831","166,331","46,358","15,903","14,669",4.41,8.35,4.28,,
National:  11/2019,"4,578,348","4,350,292",95.02%,"228,056",4.98%,"3,818,646","251,802","279,844","157,343","41,543","14,939","14,231",4.35,8.13,4.04,,
National:  10/2019,"5,476,901","5,218,942",95.29%,"257,959",4.71%,"4,578,802","302,309","337,831","175,232","48,131","16,756","17,840",4.09,8.04,4.10,,
National:  9/2019,"4,903,146","4,657,948",95.00%,"245,198",5.00%,"4,085,828","272,832","299,288","167,027","43,875","17,282","17,014",4.46,8.32,4.07,,
National:  8/2019,"5,142,001","4,883,145",94.97%,"258,856",5.03%,"4,274,706","286,387","322,052","170,093","52,187","19,415","17,161",4.64,8.42,3.97,,
National:  7/2019,"5,071,250","4,799,635",94.64%,"271,615",5.36%,"4,192,918","282,226","324,491","182,943","53,061","18,868","16,743",4.80,8.74,4.09,,
National:  6/2019,"4,789,731","4,538,793",94.76%,"250,938",5.24%,"3,977,841","260,295","300,657","172,742","45,901","16,937","15,358",4.70,8.52,3.88,,
National:  5/2019,"5,277,559","5,015,534",95.04%,"262,025",4.96%,"4,393,421","287,222","334,891","177,105","50,668","17,731","16,521",4.69,8.32,3.75,,
National:  4/2019,"5,368,047","5,092,381",94.86%,"275,666",5.14%,"4,476,507","283,397","332,477","188,584","51,658","16,639","18,785",4.68,8.38,3.88,,
National:  3/2019,"5,059,805","4,803,023",94.93%,"256,782",5.07%,"4,205,253","277,596","320,174","174,117","46,852","18,125","17,688",4.77,8.56,4.14,,
National:  2/2019,"4,600,823","4,366,353",94.90%,"234,470",5.10%,"3,827,731","249,612","289,010","150,691","49,415","17,543","16,821",4.83,8.73,4.24,,
National:  1/2019,"5,108,202","4,801,799",94.00%,"306,403",6.00%,"4,195,520","280,352","325,927","204,114","60,695","21,321","20,273",5.24,9.54,4.74,,
National:  12/2018,"4,335,282","4,102,439",94.63%,"232,843",5.37%,"3,607,832","228,768","265,839","159,488","44,936","15,453","12,966",4.63,8.57,4.12,,
National:  11/2018,"4,690,193","4,449,203",94.86%,"240,990",5.14%,"3,882,470","266,562","300,171","166,691","45,547","15,273","13,479",4.65,8.47,4.07,,
National:  10/2018,"5,445,006","5,176,398",95.07%,"268,608",4.93%,"4,536,327","295,900","344,171","184,792","51,391","16,658","15,767",4.18,8.37,4.07,,
National:  9/2018,"4,566,797","4,338,809",95.01%,"227,988",4.99%,"3,800,835","251,499","286,475","157,889","41,605","15,126","13,368",4.61,8.29,3.93,,
National:  8/2018,"5,279,524","5,011,824",94.93%,"267,700",5.07%,"4,377,429","293,294","341,101","182,775","52,786","17,669","14,470",4.79,8.38,3.92,,
National:  7/2018,"4,747,954","4,505,574",94.90%,"242,380",5.10%,"3,934,727","264,214","306,633","170,580","45,710","14,696","11,394",4.84,8.46,3.86,,
National:  6/2018,"4,853,183","4,619,315",95.18%,"233,868",4.82%,"4,050,519","266,086","302,710","168,788","40,553","13,984","10,543",4.54,8.03,3.72,,
National:  5/2018,"5,180,072","4,956,277",95.68%,"223,795",4.32%,"4,343,790","284,753","327,734","159,692","41,639","12,163","10,301",4.45,7.65,3.50,,
National:  4/2018,"4,965,149","4,753,296",95.73%,"211,853",4.27%,"4,179,992","266,804","306,500","155,252","36,944","10,099","9,558",4.44,7.40,3.33,,
National:  3/2018,"5,073,154","4,872,259",96.04%,"200,895",3.96%,"4,277,432","279,377","315,450","147,886","32,665","11,197","9,147",4.42,7.16,3.32,,
National:  2/2018,"4,506,205","4,334,360",96.19%,"171,845",3.81%,"3,826,183","244,045","264,132","119,946","33,593","10,656","7,650",4.12,6.91,3.13,,
National:  1/2018,"4,837,845","4,618,600",95.47%,"219,245",4.53%,"4,059,570","265,931","293,099","157,460","40,293","12,832","8,660",4.63,7.75,3.53,,
National:  12/2017,"4,301,041","4,128,041",95.98%,"173,000",4.02%,"3,651,327","226,912","249,802","125,267","32,193","9,900","5,640",4.29,7.03,3.05,,
National:  11/2017,"4,711,170","4,527,520",96.10%,"183,650",3.90%,"3,980,125","264,048","283,347","136,453","32,245","9,473","5,479",4.28,6.98,3.02,,
National:  10/2017,"5,043,703","4,857,831",96.31%,"185,872",3.69%,"4,279,916","272,998","304,917","138,245","33,162","8,735","5,730",3.94,6.84,2.97,,
National:  9/2017,"4,552,842","4,383,140",96.27%,"169,702",3.73%,"3,859,133","252,939","271,068","129,865","27,032","7,916","4,889",4.23,6.75,2.84,,
National:  8/2017,"5,236,501","5,045,457",96.35%,"191,044",3.65%,"4,431,492","295,549","318,416","141,666","34,464","9,422","5,492",4.38,6.64,2.83,,
National:  7/2017,"4,504,077","4,341,092",96.38%,"162,985",3.62%,"3,818,506","253,331","269,255","121,618","28,818","7,848","4,701",4.35,6.62,2.86,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,
National:  6/2017,"5,050,626","4,874,656",96.52%,"175,970",3.48%,"4,297,459","279,344","297,853","133,244","29,019","8,821","4,886",4.28,6.39,2.76,,
National:  5/2017,"5,186,397","5,022,137",96.83%,"164,260",3.17%,"4,437,304","281,998","302,835","121,937","29,569","8,075","4,679",4.20,6.11,2.53,,
National:  4/2017,"4,709,974","4,560,211",96.82%,"149,763",3.18%,"4,039,481","251,794","268,936","112,230","25,829","6,699","5,005",4.15,6.11,2.50,,
National:  3/2017,"5,323,093","5,153,653",96.82%,"169,440",3.18%,"4,539,403","297,735","316,515","125,874","28,829","8,823","5,914",4.17,6.27,2.61,,
National:  2/2017,"4,530,060","4,385,617",96.81%,"144,443",3.19%,"3,883,444","251,092","251,081","101,681","28,558","8,742","5,462",4.16,6.35,2.60,,
National:  1/2017,"4,709,148","4,527,353",96.14%,"181,795",3.86%,"3,990,589","264,579","272,185","130,911","34,283","10,431","6,170",4.67,7.00,2.93,,
National:  12/2016,"4,430,678","4,273,719",96.46%,"156,959",3.54%,"3,791,184","236,096","246,439","112,762","30,776","8,531","4,890",4.37,6.53,2.67,,
National:  11/2016,"4,600,860","4,440,178",96.51%,"160,682",3.49%,"3,928,442","251,034","260,702","117,792","29,777","8,512","4,601",4.41,6.45,2.67,,
National:  10/2016,"4,695,677","4,536,753",96.62%,"158,924",3.38%,"4,020,117","250,143","266,493","116,256","29,936","8,305","4,427",4.17,6.49,2.62,,
National:  9/2016,"4,880,317","4,708,924",96.49%,"171,393",3.51%,"4,157,090","273,423","278,411","125,321","31,908","9,301","4,863",4.44,6.52,2.67,,
National:  8/2016,"5,219,984","5,027,900",96.32%,"192,084",3.68%,"4,431,252","289,612","307,036","137,388","39,015","10,731","4,950",4.71,6.68,2.75,,
National:  7/2016,"4,438,995","4,277,326",96.36%,"161,669",3.64%,"3,775,216","244,855","257,255","117,121","32,674","7,973","3,901",4.72,6.60,2.77,,
National:  6/2016,"4,989,814","4,810,457",96.41%,"179,357",3.59%,"4,249,171","274,867","286,419","132,472","33,940","8,667","4,278",4.66,6.45,2.76,,
National:  5/2016,"4,877,166","4,716,541",96.71%,"160,625",3.29%,"4,176,545","265,421","274,575","116,939","31,182","8,061","4,443",4.57,6.16,2.51,,
National:  4/2016,"4,931,526","4,764,941",96.62%,"166,585",3.38%,"4,235,062","260,000","269,879","123,402","31,352","6,895","4,936",4.68,6.19,2.43,,
National:  3/2016,"5,353,597","5,177,734",96.72%,"175,863",3.28%,"4,592,329","286,950","298,455","128,719","32,444","8,996","5,704",4.66,6.13,2.64,,
National:  2/2016,"4,744,626","4,576,434",96.46%,"168,192",3.54%,"4,058,457","248,628","269,349","115,206","38,428","9,410","5,148",4.92,6.44,3.03,,
National:  1/2016,"4,497,268","4,309,895",95.83%,"187,373",4.17%,"3,833,679","234,543","241,673","130,990","41,268","10,030","5,085",5.20,6.90,3.29,,
National:  12/2015,"4,672,667","4,493,236",96.16%,"179,431",3.84%,"3,996,052","243,148","254,036","128,757","37,495","9,077","4,102",4.87,6.44,3.03,,
National:  11/2015,"4,388,187","4,228,217",96.35%,"159,970",3.65%,"3,767,085","223,891","237,241","117,739","31,389","7,526","3,316",4.57,6.28,3.03,,
National:  10/2015,"4,966,790","4,804,228",96.73%,"162,562",3.27%,"4,300,175","242,986","261,067","119,186","32,079","7,643","3,654",4.01,6.03,3.02,,
National:  9/2015,"4,883,045","4,721,707",96.70%,"161,338",3.30%,"4,221,358","247,570","252,779","119,391","30,631","7,996","3,320",4.37,5.81,3.07,,
National:  8/2015,"4,719,582","4,568,688",96.80%,"150,894",3.20%,"4,091,006","233,283","244,399","111,150","29,922","6,849","2,973",4.50,5.67,3.01,,
National:  7/2015,"4,828,643","4,683,157",96.99%,"145,486",3.01%,"4,201,368","237,391","244,398","107,431","28,846","6,504","2,705",4.38,5.40,2.94,,
National:  6/2015,"4,985,100","4,840,357",97.10%,"144,743",2.90%,"4,370,890","233,718","235,749","109,220","26,807","6,266","2,450",4.19,5.14,2.85,,
National:  5/2015,"4,546,635","4,426,685",97.36%,"119,950",2.64%,"4,009,888","209,459","207,338","90,638","22,481","4,744","2,087",4.09,4.84,2.68,,
National:  4/2015,"5,063,122","4,923,164",97.24%,"139,958",2.76%,"4,456,684","229,968","236,512","107,548","24,886","4,823","2,701",4.15,4.87,2.82,,
National:  3/2015,"5,046,853","4,905,459",97.20%,"141,394",2.80%,"4,421,214","239,184","245,061","106,768","24,758","6,450","3,418",4.24,5.02,3.18,,
National:  2/2015,"4,265,529","4,146,447",97.21%,"119,082",2.79%,"3,752,551","197,251","196,645","83,656","25,964","6,573","2,889",4.28,4.96,3.15,,
National:  1/2015,"4,549,212","4,395,590",96.62%,"153,622",3.38%,"3,991,738","204,071","199,781","108,801","33,289","7,433","4,099",4.61,5.47,3.44,,
National:  12/2014,"4,578,871","4,447,602",97.13%,"131,269",2.87%,,,"191,232","98,978","26,128","4,645","1,518",4.03,4.71,2.75,,
National:  11/2014,"4,059,004","3,946,192",97.22%,"112,812",2.78%,,,"165,191","87,469","20,281","3,873","1,189",3.88,4.61,2.58,,
National:  10/2014,"5,216,606","5,091,134",97.59%,"125,472",2.41%,,,"202,876","94,692","24,903","4,511","1,366",3.27,4.32,2.49,,
National:  9/2014,"4,871,976","4,739,653",97.28%,"132,323",2.72%,,,"183,439","100,729","24,871","5,264","1,459",3.72,4.42,2.51,,
National:  8/2014,"4,625,958","4,513,660",97.57%,"112,298",2.43%,,,"167,327","84,618","22,209","4,495",976,3.57,4.15,2.36,,
National:  7/2014,"4,867,639","4,761,816",97.83%,"105,823",2.17%,,,"169,508","81,602","18,973","4,423",825,3.15,3.87,2.12,,
National:  6/2014,"4,723,099","4,637,872",98.20%,"85,227",1.80%,,,"136,897","63,313","16,952","4,199",763,2.57,3.39,1.84,,
National:  5/2014,"4,676,707","4,601,367",98.39%,"75,340",1.61%,,,"126,582","57,338","13,995","3,459",548,2.20,3.20,1.71,,
Public Data - Completed Appointments                    Printed by: DVA\vhacovaldel on 3/23/2021 4:15:06 PM,,,,,,,,,,,,,,,,,
"FOOTNOTES
*Preferred Date (PD): The date for the appointment that is deemed medically appropriate by the Veteran's physician or if no such determination has been made, the date a veteran prefers to be seen by a health care provider capable of furnishing the hospital care or medical services required by the veteran.  Also referred to as the date the Veteran indicates they want to be seen.
* Clinically Indicated Date (CID):  The date the provider indicates a patient should return for a future appointment.
*Completed Appointment:  The date an appointment has been completed.
NOTE: Note: As of 04/30/2015 the Appts completed between 0 -14 days was broken out into 0-7 and 8-14. The breakout is not available prior to 01/31/2015
1. Total Appointments Completed: Every completed appointment at that facility except surgery and procedures.
2. Appointments completed in 30 Days or under: Number of appointments completed between 0-30 days of preferred date
3. Percent of Appointments Completed 30 Days or under: The percent of total appointments completed within 30 days
4. Appointments completed in over 30 Days: Number of appointments scheduled greater than 30 days of the preferred date
5. Percent of Appointments Completed in over 30 Days: The percent of total appointments scheduled beyond 30 days
6. Appointments completed between 0-7 Days: Number of appointments completed between 0-7 days of the preferred date.
7. Appointments completed between 8-14 Days: Number of appointments completed between 8-14 days of the preferred date.
8. Appointments completed between 15-30 Days: Number of appointments completed between 15-30 days of the preferred date.
9. Appointments completed between 31-60 Days: Number of appointments completed between 31-60 days of the preferred date.
10. Appointments completed between 61-90 Days: Number of appointments completed between 61-90 days of the preferred date.
11. Appointments completed between 91-120 Days: Number of appointments completed between 91-120 days of the preferred date.
12. Appointments Completed in Greater Than 120 Days: Number of appointments completed in greater than 120 days of the preferred date.
13. PC Avg Wait Time: Average waiting time for Primary Care appointments that were completed for the month of October 2014.
14. SC Avg Wait Time: Average waiting time for Specialty Care appointments that were completed for the month of October 2014.
15. MH Avg Wait Time: Average waiting time for Mental Health appointments that were completed for the month of October 2014. NOTE: The zero means there are no patients or appointments in that category.
NOTE: The blank cells mean that there is no data � for example, is the Average MH wait Time is blank, that means that the station didn�t have any MH Appts pending from which to calculate an average. Additional definitions:
1.     Create Date:  The date the appointment entry itself was created, or made.
NOTE: The Data Source for this report was altered to use the Corporate Data Warehouse on 3/20/2015. The new data source is displayed in the data beginning January 2015NOTE: The Data Source for this report was altered to use the Corporate Data
Warehouse on 4/1/2015. The new data source is displayed in the data beginning 4/1/2015.",,,,,,,,,,,,,,,,,
