facility,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V23) (568HJ) Mission, SD",13,13,100.00%,0,0.00%,13,0,0,0,0,0,0,0.00,,,,,
"(3V23) (568HP) Winner, SD",93,93,100.00%,0,0.00%,93,0,0,0,0,0,0,0.07,,0.00,,,
"(3V23) (618) Minneapolis, MN HCS","53,834","49,175",91.35%,"4,659",8.65%,"41,578","3,512","4,085","2,422",930,298,"1,009",8.28,21.85,1.71,,,
"(3V23) (618) Minneapolis, MN","36,987","33,467",90.48%,"3,520",9.52%,"28,205","2,424","2,838","1,817",744,225,734,7.05,21.18,1.21,,,
"(3V23) (618BY) Twin Ports, WI","2,859","2,601",90.98%,258,9.02%,"2,116",235,250,129,32,22,75,9.20,25.93,2.78,,,
"(3V23) (618GA) St. James, MN",253,233,92.09%,20,7.91%,218,7,8,16,2,2,0,6.92,0.00,0.00,,,
"(3V23) (618GB) Hibbing, MN","1,009","1,002",99.31%,7,0.69%,889,61,52,7,0,0,0,2.30,2.69,4.33,,,
"(3V23) (618GD) Maplewood, MN","2,203","2,071",94.01%,132,5.99%,"1,659",178,234,80,45,3,4,5.82,15.81,2.55,,,
"(3V23) (618GE) Chippewa Valley, WI","1,756","1,657",94.36%,99,5.64%,"1,369",129,159,75,14,3,7,7.25,9.36,0.60,,,
"(3V23) (618GG) Rochester, MN","1,747","1,693",96.91%,54,3.09%,"1,498",99,96,45,9,0,0,2.33,5.63,3.08,,,
"(3V23) (618GH) Hayward, WI",305,299,98.03%,6,1.97%,281,11,7,5,1,0,0,2.92,,0.00,,,
"(3V23) (618GI) Northwest Metro, MN","3,062","2,650",86.54%,412,13.46%,"2,199",214,237,156,60,26,170,20.27,38.91,3.43,,,
"(3V23) (618GJ) Shakopee, MN",804,787,97.89%,17,2.11%,747,23,17,11,4,2,0,4.73,0.00,0.38,,,
"(3V23) (618GK) Albert Lea, MN",482,475,98.55%,7,1.45%,436,24,15,4,1,0,2,4.01,0.50,2.55,,,
"(3V23) (618GL) Minneapolis Harmon Place, MN",210,210,100.00%,0,0.00%,208,0,2,0,0,0,0,0.76,,,,,
"(3V23) (618GM) Rice Lake, WI",925,854,92.32%,71,7.68%,712,58,84,32,14,11,14,15.15,2.89,1.75,,,
"(3V23) (618GN) Mankato, MN (Lyle C. Pearson)","1,015",969,95.47%,46,4.53%,844,45,80,35,4,4,3,8.92,2.29,1.28,,,
"(3V23) (618QA) Fort Snelling, MN",101,101,100.00%,0,0.00%,101,0,0,0,0,0,0,,0.05,,,,
"(3V23) (618QB) Ely, MN",116,106,91.38%,10,8.62%,96,4,6,10,0,0,0,7.05,,0.00,,,
(3V23) (636A6) Central Iowa HCS,"20,155","18,211",90.35%,"1,944",9.65%,"15,860","1,039","1,312","1,060",363,189,332,12.21,14.56,2.26,,,
"(3V23) (636A6) Des Moines, IA","14,976","13,364",89.24%,"1,612",10.76%,"11,456",835,"1,073",887,299,155,271,12.92,15.32,2.66,,,
"(3V23) (636BU) Des Moines, IA - VADOM",641,641,100.00%,0,0.00%,641,0,0,0,0,0,0,,,,,,
"(3V23) (636GC) Mason City, IA","1,546","1,428",92.37%,118,7.63%,"1,218",103,107,72,21,12,13,6.99,14.57,2.28,,,
"(3V23) (636GD) Marshalltown, IA",673,597,88.71%,76,11.29%,519,42,36,33,27,6,10,13.62,14.19,1.29,,,
"(3V23) (636GK) Fort Dodge, IA",798,752,94.24%,46,5.76%,694,28,30,6,4,6,30,17.09,2.51,,,,
"(3V23) (636GM) Carroll, IA",428,405,94.63%,23,5.37%,383,6,16,8,6,5,4,2.20,12.12,0.22,,,
"(3V23) (636GR) Knoxville, IA",788,721,91.50%,67,8.50%,661,20,40,52,6,5,4,14.53,8.84,1.64,,,
"(3V23) (636GX) Fort Dodge North, IA",180,178,98.89%,2,1.11%,166,3,9,2,0,0,0,,,1.30,,,
"(3V23) (636QB) Des Moines Center Street, IA",125,125,100.00%,0,0.00%,122,2,1,0,0,0,0,,,,,,
"(3V23) (636A8) Iowa City, IA HCS","25,390","23,344",91.94%,"2,046",8.06%,"20,423","1,409","1,512","1,140",413,172,321,7.46,13.87,5.04,,,
"(3V23) (636A8) Iowa City, IA","9,805","8,677",88.50%,"1,128",11.50%,"7,416",568,693,622,263,104,139,8.94,14.39,2.02,,,
"(3V23) (636GF) Quad Cities, IA","2,976","2,800",94.09%,176,5.91%,"2,457",189,154,88,35,20,33,7.12,10.85,1.09,,,
"(3V23) (636GG) Quincy, IL","1,248","1,203",96.39%,45,3.61%,"1,031",103,69,35,2,2,6,1.43,7.92,4.24,,,
"(3V23) (636GH) Waterloo, IA","1,164","1,018",87.46%,146,12.54%,874,57,87,62,20,24,40,14.27,6.49,26.07,,,
"(3V23) (636GI) Galesburg, IL (Lane A. Evans)","1,040",974,93.65%,66,6.35%,826,75,73,51,10,3,2,3.38,3.96,9.69,,,
"(3V23) (636GJ) Dubuque, IA","1,285","1,144",89.03%,141,10.97%,966,83,95,99,31,4,7,21.39,3.41,3.68,,,
"Completed Appointment Wait Times National, Facility, and Division Level Summaries.
Wait Time Measured from Preferred Date For the Reporting Period Ending:  December 2020",Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
"(3V23) (636GN) Cedar Rapids, IA","1,545","1,462",94.63%,83,5.37%,"1,278",71,113,62,12,3,6,6.20,6.40,1.73,,,
"(3V23) (636GS) Ottumwa, IA",588,576,97.96%,12,2.04%,499,49,28,10,1,1,0,1.83,8.89,5.30,,,
"(3V23) (636GT) Sterling, IL",676,662,97.93%,14,2.07%,601,32,29,8,1,3,2,1.62,8.59,14.00,,,
"(3V23) (636GU) Decorah, IA",577,563,97.57%,14,2.43%,531,19,13,6,4,1,3,1.40,5.07,8.87,,,
"(3V23) (636GW) Coralville, IA","2,349","2,309",98.30%,40,1.70%,"2,225",44,40,31,5,1,3,0.20,2.36,1.67,,,
"(3V23) (636QC) Linn County, IA",42,41,97.62%,1,2.38%,41,0,0,0,0,0,1,,,4.90,,,
"(3V23) (636QG) Iowa City, IA - Mobile",115,97,84.35%,18,15.65%,81,9,7,9,4,0,5,,17.17,,,,
"(3V23) (636QI) Davenport, IA",476,475,99.79%,1,0.21%,473,2,0,1,0,0,0,,,0.14,,,
"(3V23) (636QJ) Iowa City South Clinton Street, IA","1,504","1,343",89.30%,161,10.70%,"1,124",108,111,56,25,6,74,,27.21,3.13,,,
(3V23) (636) Nebraska-W Iowa HCS,"36,588","34,451",94.16%,"2,137",5.84%,"30,685","1,811","1,955","1,106",431,185,415,9.99,10.99,4.19,,,
"(3V23) (636) Omaha, NE","19,043","17,830",93.63%,"1,213",6.37%,"15,513","1,049","1,268",684,263,108,158,6.98,11.38,5.23,,,
"(3V23) (636A5) Lincoln, NE",1,1,100.00%,0,0.00%,1,0,0,0,0,0,0,6.98,11.38,5.23,,,
"(3V23) (636A4) Grand Island, NE","5,857","5,586",95.37%,271,4.63%,"5,141",233,212,127,50,15,79,9.67,11.55,2.00,,,
"(3V23) (636A5) Lincoln, NE","6,651","6,199",93.20%,452,6.80%,"5,565",324,310,187,86,51,128,20.57,10.09,3.02,,,
"(3V23) (636BW) Grand Island, NE - VADOM",172,172,100.00%,0,0.00%,172,0,0,0,0,0,0,,,0.00,,,
"(3V23) (636BX) Omaha, NE - VADOM",525,525,100.00%,0,0.00%,512,10,3,0,0,0,0,,,,,,
"(3V23) (636GA) Norfolk, NE","1,129","1,078",95.48%,51,4.52%,993,53,32,27,11,4,9,5.94,2.09,3.88,,,
"(3V23) (636GB) North Platte, NE",726,689,94.90%,37,5.10%,587,57,45,32,3,1,1,3.77,6.11,14.93,,,
"(3V23) (636GL) Bellevue, NE","1,281","1,204",93.99%,77,6.01%,"1,091",60,53,27,11,5,34,4.78,19.83,7.30,,,
"(3V23) (636GP) Shenandoah, IA",418,393,94.02%,25,5.98%,355,17,21,17,3,0,5,12.17,7.79,0.67,,,
"(3V23) (636GQ) Holdrege, NE",392,381,97.19%,11,2.81%,362,8,11,5,4,1,1,5.08,1.96,6.76,,,
"(3V23) (636QA) Omaha Dorcas Street, NE",393,393,100.00%,0,0.00%,393,0,0,0,0,0,0,0.33,,,,,
"(3V23) (656) St. Cloud, MN HCS","26,164","24,034",91.86%,"2,130",8.14%,"21,008","1,589","1,437","1,072",289,146,623,7.33,23.52,5.60,,,
"(3V23) (656) St. Cloud, MN","22,081","20,204",91.50%,"1,877",8.50%,"17,729","1,265","1,210",928,262,120,567,10.10,23.59,5.52,,,
"(3V23) (656GA) Brainerd, MN","2,316","2,097",90.54%,219,9.46%,"1,748",192,157,125,22,23,49,5.77,26.26,5.76,,,
"(3V23) (656GB) Montevideo, MN",627,612,97.61%,15,2.39%,490,81,41,14,0,0,1,5.46,16.88,5.43,,,
"(3V23) (656GC) Alexandria, MN (Max J. Beilke)","1,140","1,121",98.33%,19,1.67%,"1,041",51,29,5,5,3,6,2.23,2.31,6.90,,,
,,,,,,,,,,,,,,,,,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
National:  12/2020,"4,015,085","3,750,299",93.41%,"264,786",6.59%,"3,322,068","199,904","228,327","148,319","49,728","21,791","44,948",5.32,12.84,3.41,,,
National:  11/2020,"3,828,781","3,576,965",93.42%,"251,816",6.58%,"3,177,301","188,620","211,044","134,996","44,089","22,770","49,961",5.29,13.46,3.18,,,
National:  10/2020,"4,328,752","4,051,139",93.59%,"277,613",6.41%,"3,598,252","214,536","238,351","138,644","49,870","28,053","61,046",5.05,13.79,2.97,,,
National:  9/2020,"4,141,227","3,883,482",93.78%,"257,745",6.22%,"3,467,620","202,488","213,374","126,095","47,476","27,732","56,442",4.92,13.25,2.89,,,
National:  8/2020,"3,784,273","3,563,866",94.18%,"220,407",5.82%,"3,217,510","171,894","174,462","102,318","41,287","29,385","47,417",5.04,12.66,2.70,,,
National:  7/2020,"3,687,129","3,479,606",94.37%,"207,523",5.63%,"3,172,291","157,325","149,990","81,312","46,132","43,579","36,500",5.18,12.59,2.55,,,
National:  6/2020,"3,406,593","3,246,254",95.29%,"160,339",4.71%,"3,036,717","115,884","93,653","60,463","52,777","31,895","15,204",3.79,10.08,2.32,,,
National:  5/2020,"2,654,633","2,573,594",96.95%,"81,039",3.05%,"2,449,346","70,007","54,241","43,106","23,922","7,820","6,191",2.23,5.56,2.26,,,
National:  4/2020,"2,527,560","2,451,905",97.01%,"75,655",2.99%,"2,327,369","60,847","63,689","50,389","14,774","5,049","5,443",1.99,5.12,2.80,,,
National:  3/2020,"3,892,943","3,718,899",95.53%,"174,044",4.47%,"3,322,479","188,743","207,677","119,825","30,044","12,627","11,548",4.12,7.82,4.22,,,
National:  2/2020,"4,754,971","4,511,552",94.88%,"243,419",5.12%,"3,953,209","260,861","297,482","158,192","49,560","18,947","16,720",4.52,8.46,4.47,,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
National:  1/2020,"5,223,622","4,910,928",94.01%,"312,694",5.99%,"4,283,847","291,978","335,103","210,553","60,056","21,881","20,204",4.97,9.23,4.89,,,
National:  12/2019,"4,601,422","4,358,161",94.71%,"243,261",5.29%,"3,818,636","256,694","282,831","166,331","46,358","15,903","14,669",4.41,8.35,4.28,,,
National:  11/2019,"4,578,348","4,350,292",95.02%,"228,056",4.98%,"3,818,646","251,802","279,844","157,343","41,543","14,939","14,231",4.35,8.13,4.04,,,
National:  10/2019,"5,476,901","5,218,942",95.29%,"257,959",4.71%,"4,578,802","302,309","337,831","175,232","48,131","16,756","17,840",4.09,8.04,4.10,,,
National:  9/2019,"4,903,146","4,657,948",95.00%,"245,198",5.00%,"4,085,828","272,832","299,288","167,027","43,875","17,282","17,014",4.46,8.32,4.07,,,
National:  8/2019,"5,142,001","4,883,145",94.97%,"258,856",5.03%,"4,274,706","286,387","322,052","170,093","52,187","19,415","17,161",4.64,8.42,3.97,,,
National:  7/2019,"5,071,250","4,799,635",94.64%,"271,615",5.36%,"4,192,918","282,226","324,491","182,943","53,061","18,868","16,743",4.80,8.74,4.09,,,
National:  6/2019,"4,789,731","4,538,793",94.76%,"250,938",5.24%,"3,977,841","260,295","300,657","172,742","45,901","16,937","15,358",4.70,8.52,3.88,,,
National:  5/2019,"5,277,559","5,015,534",95.04%,"262,025",4.96%,"4,393,421","287,222","334,891","177,105","50,668","17,731","16,521",4.69,8.32,3.75,,,
National:  4/2019,"5,368,047","5,092,381",94.86%,"275,666",5.14%,"4,476,507","283,397","332,477","188,584","51,658","16,639","18,785",4.68,8.38,3.88,,,
National:  3/2019,"5,059,805","4,803,023",94.93%,"256,782",5.07%,"4,205,253","277,596","320,174","174,117","46,852","18,125","17,688",4.77,8.56,4.14,,,
National:  2/2019,"4,600,823","4,366,353",94.90%,"234,470",5.10%,"3,827,731","249,612","289,010","150,691","49,415","17,543","16,821",4.83,8.73,4.24,,,
National:  1/2019,"5,108,202","4,801,799",94.00%,"306,403",6.00%,"4,195,520","280,352","325,927","204,114","60,695","21,321","20,273",5.24,9.54,4.74,,,
National:  12/2018,"4,335,282","4,102,439",94.63%,"232,843",5.37%,"3,607,832","228,768","265,839","159,488","44,936","15,453","12,966",4.63,8.57,4.12,,,
National:  11/2018,"4,690,193","4,449,203",94.86%,"240,990",5.14%,"3,882,470","266,562","300,171","166,691","45,547","15,273","13,479",4.65,8.47,4.07,,,
National:  10/2018,"5,445,006","5,176,398",95.07%,"268,608",4.93%,"4,536,327","295,900","344,171","184,792","51,391","16,658","15,767",4.18,8.37,4.07,,,
National:  9/2018,"4,566,797","4,338,809",95.01%,"227,988",4.99%,"3,800,835","251,499","286,475","157,889","41,605","15,126","13,368",4.61,8.29,3.93,,,
National:  8/2018,"5,279,524","5,011,824",94.93%,"267,700",5.07%,"4,377,429","293,294","341,101","182,775","52,786","17,669","14,470",4.79,8.38,3.92,,,
National:  7/2018,"4,747,954","4,505,574",94.90%,"242,380",5.10%,"3,934,727","264,214","306,633","170,580","45,710","14,696","11,394",4.84,8.46,3.86,,,
National:  6/2018,"4,853,183","4,619,315",95.18%,"233,868",4.82%,"4,050,519","266,086","302,710","168,788","40,553","13,984","10,543",4.54,8.03,3.72,,,
National:  5/2018,"5,180,072","4,956,277",95.68%,"223,795",4.32%,"4,343,790","284,753","327,734","159,692","41,639","12,163","10,301",4.45,7.65,3.50,,,
National:  4/2018,"4,965,149","4,753,296",95.73%,"211,853",4.27%,"4,179,992","266,804","306,500","155,252","36,944","10,099","9,558",4.44,7.40,3.33,,,
National:  3/2018,"5,073,154","4,872,259",96.04%,"200,895",3.96%,"4,277,432","279,377","315,450","147,886","32,665","11,197","9,147",4.42,7.16,3.32,,,
National:  2/2018,"4,506,205","4,334,360",96.19%,"171,845",3.81%,"3,826,183","244,045","264,132","119,946","33,593","10,656","7,650",4.12,6.91,3.13,,,
National:  1/2018,"4,837,845","4,618,600",95.47%,"219,245",4.53%,"4,059,570","265,931","293,099","157,460","40,293","12,832","8,660",4.63,7.75,3.53,,,
National:  12/2017,"4,301,041","4,128,041",95.98%,"173,000",4.02%,"3,651,327","226,912","249,802","125,267","32,193","9,900","5,640",4.29,7.03,3.05,,,
National:  11/2017,"4,711,170","4,527,520",96.10%,"183,650",3.90%,"3,980,125","264,048","283,347","136,453","32,245","9,473","5,479",4.28,6.98,3.02,,,
National:  10/2017,"5,043,703","4,857,831",96.31%,"185,872",3.69%,"4,279,916","272,998","304,917","138,245","33,162","8,735","5,730",3.94,6.84,2.97,,,
National:  9/2017,"4,552,842","4,383,140",96.27%,"169,702",3.73%,"3,859,133","252,939","271,068","129,865","27,032","7,916","4,889",4.23,6.75,2.84,,,
National:  8/2017,"5,236,501","5,045,457",96.35%,"191,044",3.65%,"4,431,492","295,549","318,416","141,666","34,464","9,422","5,492",4.38,6.64,2.83,,,
National:  7/2017,"4,504,077","4,341,092",96.38%,"162,985",3.62%,"3,818,506","253,331","269,255","121,618","28,818","7,848","4,701",4.35,6.62,2.86,,,
National:  6/2017,"5,050,626","4,874,656",96.52%,"175,970",3.48%,"4,297,459","279,344","297,853","133,244","29,019","8,821","4,886",4.28,6.39,2.76,,,
National:  5/2017,"5,186,397","5,022,137",96.83%,"164,260",3.17%,"4,437,304","281,998","302,835","121,937","29,569","8,075","4,679",4.20,6.11,2.53,,,
National:  4/2017,"4,709,974","4,560,211",96.82%,"149,763",3.18%,"4,039,481","251,794","268,936","112,230","25,829","6,699","5,005",4.15,6.11,2.50,,,
National:  3/2017,"5,323,093","5,153,653",96.82%,"169,440",3.18%,"4,539,403","297,735","316,515","125,874","28,829","8,823","5,914",4.17,6.27,2.61,,,
National:  2/2017,"4,530,060","4,385,617",96.81%,"144,443",3.19%,"3,883,444","251,092","251,081","101,681","28,558","8,742","5,462",4.16,6.35,2.60,,,
National:  1/2017,"4,709,148","4,527,353",96.14%,"181,795",3.86%,"3,990,589","264,579","272,185","130,911","34,283","10,431","6,170",4.67,7.00,2.93,,,
National:  12/2016,"4,430,678","4,273,719",96.46%,"156,959",3.54%,"3,791,184","236,096","246,439","112,762","30,776","8,531","4,890",4.37,6.53,2.67,,,
National:  11/2016,"4,600,860","4,440,178",96.51%,"160,682",3.49%,"3,928,442","251,034","260,702","117,792","29,777","8,512","4,601",4.41,6.45,2.67,,,
National:  10/2016,"4,695,677","4,536,753",96.62%,"158,924",3.38%,"4,020,117","250,143","266,493","116,256","29,936","8,305","4,427",4.17,6.49,2.62,,,
National:  9/2016,"4,880,317","4,708,924",96.49%,"171,393",3.51%,"4,157,090","273,423","278,411","125,321","31,908","9,301","4,863",4.44,6.52,2.67,,,
National:  8/2016,"5,219,984","5,027,900",96.32%,"192,084",3.68%,"4,431,252","289,612","307,036","137,388","39,015","10,731","4,950",4.71,6.68,2.75,,,
National:  7/2016,"4,438,995","4,277,326",96.36%,"161,669",3.64%,"3,775,216","244,855","257,255","117,121","32,674","7,973","3,901",4.72,6.60,2.77,,,
National:  6/2016,"4,989,814","4,810,457",96.41%,"179,357",3.59%,"4,249,171","274,867","286,419","132,472","33,940","8,667","4,278",4.66,6.45,2.76,,,
Retrospective/Completed Appointment Wait Times National Summary.,Total Completed Appointments 1,Completed within 30 Days 2,Percent Appts Complete d in 30 Days or Less 3,Completed in Over 30 Days 4,Percent Appts Complete d in Over 30 Days 5,"Completed 0-7 Days
6","Completed 8-14
Days 7","Completed 15-30
Days 8","Completed 31-60
Days 9","Completed 61-90
Days 10","Completed 91-120
Days 11","Completed in more than 120
Days 12",PC Avg Wait Time in Days 13,SC Avg Wait Time in Days 14,MH Avg Wait Time in Days 15,,,
National:  5/2016,"4,877,166","4,716,541",96.71%,"160,625",3.29%,"4,176,545","265,421","274,575","116,939","31,182","8,061","4,443",4.57,6.16,2.51,,,
National:  4/2016,"4,931,526","4,764,941",96.62%,"166,585",3.38%,"4,235,062","260,000","269,879","123,402","31,352","6,895","4,936",4.68,6.19,2.43,,,
National:  3/2016,"5,353,597","5,177,734",96.72%,"175,863",3.28%,"4,592,329","286,950","298,455","128,719","32,444","8,996","5,704",4.66,6.13,2.64,,,
National:  2/2016,"4,744,626","4,576,434",96.46%,"168,192",3.54%,"4,058,457","248,628","269,349","115,206","38,428","9,410","5,148",4.92,6.44,3.03,,,
National:  1/2016,"4,497,268","4,309,895",95.83%,"187,373",4.17%,"3,833,679","234,543","241,673","130,990","41,268","10,030","5,085",5.20,6.90,3.29,,,
National:  12/2015,"4,672,667","4,493,236",96.16%,"179,431",3.84%,"3,996,052","243,148","254,036","128,757","37,495","9,077","4,102",4.87,6.44,3.03,,,
National:  11/2015,"4,388,187","4,228,217",96.35%,"159,970",3.65%,"3,767,085","223,891","237,241","117,739","31,389","7,526","3,316",4.57,6.28,3.03,,,
National:  10/2015,"4,966,790","4,804,228",96.73%,"162,562",3.27%,"4,300,175","242,986","261,067","119,186","32,079","7,643","3,654",4.01,6.03,3.02,,,
National:  9/2015,"4,883,045","4,721,707",96.70%,"161,338",3.30%,"4,221,358","247,570","252,779","119,391","30,631","7,996","3,320",4.37,5.81,3.07,,,
National:  8/2015,"4,719,582","4,568,688",96.80%,"150,894",3.20%,"4,091,006","233,283","244,399","111,150","29,922","6,849","2,973",4.50,5.67,3.01,,,
National:  7/2015,"4,828,643","4,683,157",96.99%,"145,486",3.01%,"4,201,368","237,391","244,398","107,431","28,846","6,504","2,705",4.38,5.40,2.94,,,
National:  6/2015,"4,985,100","4,840,357",97.10%,"144,743",2.90%,"4,370,890","233,718","235,749","109,220","26,807","6,266","2,450",4.19,5.14,2.85,,,
National:  5/2015,"4,546,635","4,426,685",97.36%,"119,950",2.64%,"4,009,888","209,459","207,338","90,638","22,481","4,744","2,087",4.09,4.84,2.68,,,
National:  4/2015,"5,063,122","4,923,164",97.24%,"139,958",2.76%,"4,456,684","229,968","236,512","107,548","24,886","4,823","2,701",4.15,4.87,2.82,,,
National:  3/2015,"5,046,853","4,905,459",97.20%,"141,394",2.80%,"4,421,214","239,184","245,061","106,768","24,758","6,450","3,418",4.24,5.02,3.18,,,
National:  2/2015,"4,265,529","4,146,447",97.21%,"119,082",2.79%,"3,752,551","197,251","196,645","83,656","25,964","6,573","2,889",4.28,4.96,3.15,,,
National:  1/2015,"4,549,212","4,395,590",96.62%,"153,622",3.38%,"3,991,738","204,071","199,781","108,801","33,289","7,433","4,099",4.61,5.47,3.44,,,
National:  12/2014,"4,578,871","4,447,602",97.13%,"131,269",2.87%,,,"191,232","98,978","26,128","4,645","1,518",4.03,4.71,2.75,,,
National:  11/2014,"4,059,004","3,946,192",97.22%,"112,812",2.78%,,,"165,191","87,469","20,281","3,873","1,189",3.88,4.61,2.58,,,
National:  10/2014,"5,216,606","5,091,134",97.59%,"125,472",2.41%,,,"202,876","94,692","24,903","4,511","1,366",3.27,4.32,2.49,,,
National:  9/2014,"4,871,976","4,739,653",97.28%,"132,323",2.72%,,,"183,439","100,729","24,871","5,264","1,459",3.72,4.42,2.51,,,
National:  8/2014,"4,625,958","4,513,660",97.57%,"112,298",2.43%,,,"167,327","84,618","22,209","4,495",976,3.57,4.15,2.36,,,
National:  7/2014,"4,867,639","4,761,816",97.83%,"105,823",2.17%,,,"169,508","81,602","18,973","4,423",825,3.15,3.87,2.12,,,
National:  6/2014,"4,723,099","4,637,872",98.20%,"85,227",1.80%,,,"136,897","63,313","16,952","4,199",763,2.57,3.39,1.84,,,
National:  5/2014,"4,676,707","4,601,367",98.39%,"75,340",1.61%,,,"126,582","57,338","13,995","3,459",548,2.20,3.20,1.71,,,
Public Data - Completed Appointments                    Printed by: DVA\vhacovaldel on 1/27/2021 4:36:53 PM,,,,,,,,,,,,,,,,,,
"FOOTNOTES
*Preferred Date (PD): The date for the appointment that is deemed medically appropriate by the Veteran's physician or if no such determination has been made, the date a veteran prefers to be seen by a health care provider capable of furnishing the hospital care or medical services required by the veteran.  Also referred to as the date the Veteran indicates they want to be seen.
* Clinically Indicated Date (CID):  The date the provider indicates a patient should return for a future appointment.
*Completed Appointment:  The date an appointment has been completed.
NOTE: Note: As of 04/30/2015 the Appts completed between 0 -14 days was broken out into 0-7 and 8-14. The breakout is not available prior to 01/31/2015
1. Total Appointments Completed: Every completed appointment at that facility except surgery and procedures.
2. Appointments completed in 30 Days or under: Number of appointments completed between 0-30 days of preferred date
3. Percent of Appointments Completed 30 Days or under: The percent of total appointments completed within 30 days
4. Appointments completed in over 30 Days: Number of appointments scheduled greater than 30 days of the preferred date
5. Percent of Appointments Completed in over 30 Days: The percent of total appointments scheduled beyond 30 days
6. Appointments completed between 0-7 Days: Number of appointments completed between 0-7 days of the preferred date.
7. Appointments completed between 8-14 Days: Number of appointments completed between 8-14 days of the preferred date.
8. Appointments completed between 15-30 Days: Number of appointments completed between 15-30 days of the preferred date.
9. Appointments completed between 31-60 Days: Number of appointments completed between 31-60 days of the preferred date.
10. Appointments completed between 61-90 Days: Number of appointments completed between 61-90 days of the preferred date.
11. Appointments completed between 91-120 Days: Number of appointments completed between 91-120 days of the preferred date.
12. Appointments Completed in Greater Than 120 Days: Number of appointments completed in greater than 120 days of the preferred date.
13. PC Avg Wait Time: Average waiting time for Primary Care appointments that were completed for the month of October 2014.
14. SC Avg Wait Time: Average waiting time for Specialty Care appointments that were completed for the month of October 2014.
15. MH Avg Wait Time: Average waiting time for Mental Health appointments that were completed for the month of October 2014. NOTE: The zero means there are no patients or appointments in that category.
NOTE: The blank cells mean that there is no data � for example, is the Average MH wait Time is blank, that means that the station didn�t have any MH Appts pending from which to calculate an average. Additional definitions:
1.     Create Date:  The date the appointment entry itself was created, or made.
NOTE: The Data Source for this report was altered to use the Corporate Data Warehouse on 3/20/2015. The new data source is displayed in the data beginning January 2015NOTE: The Data Source for this report was altered to use the Corporate Data
Warehouse on 4/1/2015. The new data source is displayed in the data beginning 4/1/2015.",,,,,,,,,,,,,,,,,,
